"Id","Label","Class"
"Levosimendan","Levosimendan","DRUG"
"Thiamylal","Thiamylal","DRUG"
"Yohimbine","Yohimbine","DRUG"
"SCH-6783","SCH-6783","DRUG"
"HYPERSTAT","HYPERSTAT","DRUG"
"Mutabase","Mutabase","DRUG"
"Proglycem","Proglycem","DRUG"
"SRG 95213","SRG 95213","DRUG"
"Eudimine","Eudimine","DRUG"
"Eudemine","Eudemine","DRUG"
"Luventa XL","Luventa XL","DRUG"
"Nimodipine","Nimodipine","DRUG"
"Galzemic XL","Galzemic XL","DRUG"
"Osmanil","Osmanil","DRUG"
"Consion XL","Consion XL","DRUG"
"Pivlaz","Pivlaz","DRUG"
"Prostacyclin","Prostacyclin","DRUG"
"ELMINO XL","ELMINO XL","DRUG"
"AXV-034","AXV-034","DRUG"
"VICTANYL","VICTANYL","DRUG"
"Ro 61-1790","Ro 61-1790","DRUG"
"CYKLO-F HEAVY PERIOD RELIEF","CYKLO-F HEAVY PERIOD RELIEF","DRUG"
"CYKLOKAPRON","CYKLOKAPRON","DRUG"
"Exacyl","Exacyl","DRUG"
"ACUMOR XL","ACUMOR XL","DRUG"
"CL-65336","CL-65336","DRUG"
"DURAGESIC","DURAGESIC","DRUG"
"Clazosentan","Clazosentan","DRUG"
"PGX","PGX","DRUG"
"Actilyse","Actilyse","DRUG"
"Trans Amcha","Trans Amcha","DRUG"
"REMINYL","REMINYL","DRUG"
"LOTPROSIN XL","LOTPROSIN XL","DRUG"
"Simvastatin","Simvastatin","DRUG"
"Flolan","Flolan","DRUG"
"REMINYL XL","REMINYL XL","DRUG"
"GALSYA XL","GALSYA XL","DRUG"
"DIPRIVAN","DIPRIVAN","DRUG"
"Razadyne","Razadyne","DRUG"
"Tranexamic Acid","Tranexamic Acid","DRUG"
"Lysteda","Lysteda","DRUG"
"PROSTAGLANDIN X","PROSTAGLANDIN X","DRUG"
"GATALIN XL","GATALIN XL","DRUG"
"Gazylan XL","Gazylan XL","DRUG"
"VML-588","VML-588","DRUG"
"ACTILYSE CATHFLO","ACTILYSE CATHFLO","DRUG"
"PG-I2","PG-I2","DRUG"
"PROSTAGLANDIN I2","PROSTAGLANDIN I2","DRUG"
"EPOPROSTENOL","EPOPROSTENOL","DRUG"
"GALANTHAMINE","GALANTHAMINE","DRUG"
"Ketalar","Ketalar","DRUG"
"Activase","Activase","DRUG"
"FLOLIPID","FLOLIPID","DRUG"
"Zeebral XL","Zeebral XL","DRUG"
"U-53217","U-53217","DRUG"
"Ranzolont","Ranzolont","DRUG"
"Menstralite","Menstralite","DRUG"
"U-53,217","U-53,217","DRUG"
"SYNVINOLIN","SYNVINOLIN","DRUG"
"AXV-343434","AXV-343434","DRUG"
"Ro-61-1790","Ro-61-1790","DRUG"
"Precedex","Precedex","DRUG"
"INSULIN RECOMBINANT HUMAN","INSULIN RECOMBINANT HUMAN","DRUG"
"Acarbose","Acarbose","DRUG"
"Desunin","Desunin","DRUG"
"TheiCal D-3","TheiCal D-3","DRUG"
"VIGANTOLETTEN 500","VIGANTOLETTEN 500","DRUG"
"Bio-Vitamin D3","Bio-Vitamin D3","DRUG"
"GLUCOBAY","GLUCOBAY","DRUG"
"D-Max","D-Max","DRUG"
"Nph Insulin","Nph Insulin","DRUG"
"PRECOSE","PRECOSE","DRUG"
"Velosulin Br","Velosulin Br","DRUG"
"INSULIN PORK","INSULIN PORK","DRUG"
"HUX D3","HUX D3","DRUG"
"LAF237","LAF237","DRUG"
"Ins NovoRapid","Ins NovoRapid","DRUG"
"BAY G 5421","BAY G 5421","DRUG"
"INSULIN SUSP ISOPHANE BEEF","INSULIN SUSP ISOPHANE BEEF","DRUG"
"Natecal D3","Natecal D3","DRUG"
"Neo-D","Neo-D","DRUG"
"NPHD3","NPHD3","DRUG"
"Aciferol D3","Aciferol D3","DRUG"
"Humulin","Humulin","DRUG"
"EVACAL D3","EVACAL D3","DRUG"
"Adcal-D3","Adcal-D3","DRUG"
"Humulin Br","Humulin Br","DRUG"
"Insulin Human (Biosynthesis)","Insulin Human (Biosynthesis)","DRUG"
"INSULIN LISPRO","INSULIN LISPRO","DRUG"
"INSULIN (HUMAN)","INSULIN (HUMAN)","DRUG"
"D-Tracetten","D-Tracetten","DRUG"
"CALCIFEROL IN ARACH OIL","CALCIFEROL IN ARACH OIL","DRUG"
"COLEKAL-D3","COLEKAL-D3","DRUG"
"Vigantol","Vigantol","DRUG"
"Velosulin Br Human","Velosulin Br Human","DRUG"
"Calciferol","Calciferol","DRUG"
"HUMULIN R PEN","HUMULIN R PEN","DRUG"
"Insulin","Insulin","DRUG"
"CACIT D3","CACIT D3","DRUG"
"NOVOLIN R","NOVOLIN R","DRUG"
"INSULIN HUMAN (SYNTHESIS)","INSULIN HUMAN (SYNTHESIS)","DRUG"
"SunVit-D3 10,000","SunVit-D3 10,000","DRUG"
"Ergo-D2","Ergo-D2","DRUG"
"Exenatide Synthetic","Exenatide Synthetic","DRUG"
"HUMULIN R","HUMULIN R","DRUG"
"Afrezza","Afrezza","DRUG"
"FIASP FLEXTOUCH","FIASP FLEXTOUCH","DRUG"
"BAY-G-5421","BAY-G-5421","DRUG"
"Galvus","Galvus","DRUG"
"Insuman Infusat","Insuman Infusat","DRUG"
"CALCICHEW D3 FTE","CALCICHEW D3 FTE","DRUG"
"Insulin lispro recombinant","Insulin lispro recombinant","DRUG"
"DEKRISTOL","DEKRISTOL","DRUG"
"CUBICOLE D3","CUBICOLE D3","DRUG"
"Novolin","Novolin","DRUG"
"SUNVIT-D3 400","SUNVIT-D3 400","DRUG"
"EXUBERA","EXUBERA","DRUG"
"AC-2993","AC-2993","DRUG"
"STIVIT-D3","STIVIT-D3","DRUG"
"CalDrink D3","CalDrink D3","DRUG"
"VELOSULIN","VELOSULIN","DRUG"
"NVP-LAF237","NVP-LAF237","DRUG"
"D-Vit3","D-Vit3","DRUG"
"SUNVIT-D3 20,000","SUNVIT-D3 20,000","DRUG"
"Drisdol","Drisdol","DRUG"
"DLux 400","DLux 400","DRUG"
"JARDIANCE","JARDIANCE","DRUG"
"Calceos","Calceos","DRUG"
"INS HUMULIN R","INS HUMULIN R","DRUG"
"HUMALOG KWIKPEN","HUMALOG KWIKPEN","DRUG"
"INS HUMALOG","INS HUMALOG","DRUG"
"INSULIN RECOMBINANT PURIFIED HUMAN","INSULIN RECOMBINANT PURIFIED HUMAN","DRUG"
"OsteoCaps D3","OsteoCaps D3","DRUG"
"Fultium Daily D3","Fultium Daily D3","DRUG"
"LIRAGLUTIDE RECOMBINANT","LIRAGLUTIDE RECOMBINANT","DRUG"
"PRO D3","PRO D3","DRUG"
"EMPAGLIFLOZIN","EMPAGLIFLOZIN","DRUG"
"SAXENDA","SAXENDA","DRUG"
"BI 10773","BI 10773","DRUG"
"HUMULIN R KWIKPEN","HUMULIN R KWIKPEN","DRUG"
"Novolog","Novolog","DRUG"
"ILETIN I","ILETIN I","DRUG"
"Sterogyl-15","Sterogyl-15","DRUG"
"HUMALOG","HUMALOG","DRUG"
"Lanes","Lanes","DRUG"
"SunVit-D3 1,000","SunVit-D3 1,000","DRUG"
"REGULAR INSULIN","REGULAR INSULIN","DRUG"
"Calcichew D3 Once Daily","Calcichew D3 Once Daily","DRUG"
"SUNVIT-D3 5,000","SUNVIT-D3 5,000","DRUG"
"Humalog Pen","Humalog Pen","DRUG"
"Vildagliptin","Vildagliptin","DRUG"
"Fiasp","Fiasp","DRUG"
"Novolog Flexpen","Novolog Flexpen","DRUG"
"ZYPREXA","ZYPREXA","DRUG"
"NASOFAN","NASOFAN","DRUG"
"Basen","Basen","DRUG"
"Voglibose","Voglibose","DRUG"
"Sereflo","Sereflo","DRUG"
"Ventolin","Ventolin","DRUG"
"BY-1023","BY-1023","DRUG"
"FRUSID","FRUSID","DRUG"
"HCTZ","HCTZ","DRUG"
"DRYPTAL","DRYPTAL","DRUG"
"Humulin L","Humulin L","DRUG"
"Risperdal Quicklet","Risperdal Quicklet","DRUG"
"JNJ-28431754-AAA","JNJ-28431754-AAA","DRUG"
"Nutropin aq nuspin","Nutropin aq nuspin","DRUG"
"INDEGLITAZAR","INDEGLITAZAR","DRUG"
"GENOTROPIN GOQUICK","GENOTROPIN GOQUICK","DRUG"
"Asmaven","Asmaven","DRUG"
"SODIUM HEPARIN","SODIUM HEPARIN","DRUG"
"CS-045","CS-045","DRUG"
"Zyprexa Zydis","Zyprexa Zydis","DRUG"
"EDOXABAN","EDOXABAN","DRUG"
"EGT0001442","EGT0001442","DRUG"
"Increlex","Increlex","DRUG"
"Humulin N","Humulin N","DRUG"
"Seretide 500","Seretide 500","DRUG"
"Nesiritide","Nesiritide","DRUG"
"FORXIGA","FORXIGA","DRUG"
"BELATACEPT","BELATACEPT","DRUG"
"Duromine","Duromine","DRUG"
"Rhufab","Rhufab","DRUG"
"Abilify","Abilify","DRUG"
"Meflam 500","Meflam 500","DRUG"
"NUTROPIN AQ","NUTROPIN AQ","DRUG"
"BEXAGLIFLOZIN","BEXAGLIFLOZIN","DRUG"
"AZD6140","AZD6140","DRUG"
"HYDROCHLOROTHIAZIDE INTENSOL","HYDROCHLOROTHIAZIDE INTENSOL","DRUG"
"PONSTEL","PONSTEL","DRUG"
"Genotropin [Rdna Origin]","Genotropin [Rdna Origin]","DRUG"
"Thrombophob","Thrombophob","DRUG"
"AMG-108","AMG-108","DRUG"
"OPC-31","OPC-31","DRUG"
"TENKOFRUSE","TENKOFRUSE","DRUG"
"GENCARDIA","GENCARDIA","DRUG"
"GENOTROPIN KABIPEN","GENOTROPIN KABIPEN","DRUG"
"KENTAMOL","KENTAMOL","DRUG"
"Lopace","Lopace","DRUG"
"Aldactone","Aldactone","DRUG"
"INS TRESIBA","INS TRESIBA","DRUG"
"GLYSET","GLYSET","DRUG"
"Nutropin Aq Pen","Nutropin Aq Pen","DRUG"
"ISCOVER","ISCOVER","DRUG"
"Libetist","Libetist","DRUG"
"CI-473","CI-473","DRUG"
"Aluzine 500","Aluzine 500","DRUG"
"FCE 21336","FCE 21336","DRUG"
"Dulaglutide","Dulaglutide","DRUG"
"PROTIUM I.V.","PROTIUM I.V.","DRUG"
"Norditropin SimpleXx","Norditropin SimpleXx","DRUG"
"Alemtuzumab","Alemtuzumab","DRUG"
"PIRINASE","PIRINASE","DRUG"
"ECULIZUMAB","ECULIZUMAB","DRUG"
"NN1250","NN1250","DRUG"
"Prelay","Prelay","DRUG"
"Levemir","Levemir","DRUG"
"SOLIRIS","SOLIRIS","DRUG"
"R-64-766","R-64-766","DRUG"
"Nulojix","Nulojix","DRUG"
"ESIDREX","ESIDREX","DRUG"
"TROKENDI XR","TROKENDI XR","DRUG"
"Risperidone","Risperidone","DRUG"
"Asmasal Clickhaler","Asmasal Clickhaler","DRUG"
"NOVOLIN L","NOVOLIN L","DRUG"
"VENTOLIN CR","VENTOLIN CR","DRUG"
"INSULIN GLULISINE RECOMBINANT","INSULIN GLULISINE RECOMBINANT","DRUG"
"Flonase","Flonase","DRUG"
"Insulin lispro protamine recombinant","Insulin lispro protamine recombinant","DRUG"
"Zide","Zide","DRUG"
"Risperdal M","Risperdal M","DRUG"
"RUSYDE","RUSYDE","DRUG"
"LIQUAEMIN SODIUM PRESERVATIVE FREE","LIQUAEMIN SODIUM PRESERVATIVE FREE","DRUG"
"SAIZEN EASYJECT","SAIZEN EASYJECT","DRUG"
"Salapin","Salapin","DRUG"
"Acetylsalic Acid","Acetylsalic Acid","DRUG"
"Abilify maintena kit","Abilify maintena kit","DRUG"
"Nu-Seals 75","Nu-Seals 75","DRUG"
"AEROLIN 400","AEROLIN 400","DRUG"
"INSULIN PURIFIED PORK","INSULIN PURIFIED PORK","DRUG"
"EVOLOCUMAB","EVOLOCUMAB","DRUG"
"NORDITROPIN FLEXPRO","NORDITROPIN FLEXPRO","DRUG"
"Mestinon","Mestinon","DRUG"
"OPC-14597","OPC-14597","DRUG"
"Proair HFA","Proair HFA","DRUG"
"Liquaemin Sodium","Liquaemin Sodium","DRUG"
"SALIPRANEB","SALIPRANEB","DRUG"
"Levemir Flexpen","Levemir Flexpen","DRUG"
"Ranibizumab","Ranibizumab","DRUG"
"LEVEMIR FLEXTOUCH","LEVEMIR FLEXTOUCH","DRUG"
"TRESIBA","TRESIBA","DRUG"
"SAIZEN","SAIZEN","DRUG"
"PRASUGREL","PRASUGREL","DRUG"
"TICAGRELOR","TICAGRELOR","DRUG"
"COMBIVENT UDVS","COMBIVENT UDVS","DRUG"
"DIOVAN","DIOVAN","DRUG"
"Heparin Sodium","Heparin Sodium","DRUG"
"Ins Levemir","Ins Levemir","DRUG"
"COMBIVENT","COMBIVENT","DRUG"
"Glustat","Glustat","DRUG"
"Regular Iletin Ii","Regular Iletin Ii","DRUG"
"PRADAXA","PRADAXA","DRUG"
"Ruboxistaurin","Ruboxistaurin","DRUG"
"Flutiform","Flutiform","DRUG"
"CUTIVATE","CUTIVATE","DRUG"
"Insulin Zinc Susp Recombinant Human","Insulin Zinc Susp Recombinant Human","DRUG"
"PANTOPRAZOLE","PANTOPRAZOLE","DRUG"
"ALUZINE 40","ALUZINE 40","DRUG"
"Lixisenatide","Lixisenatide","DRUG"
"Diastabol","Diastabol","DRUG"
"PANHEPRIN","PANHEPRIN","DRUG"
"HYDROLED","HYDROLED","DRUG"
"GREPID","GREPID","DRUG"
"DABIGATRAN","DABIGATRAN","DRUG"
"Somatropin","Somatropin","DRUG"
"Uniparin Fte","Uniparin Fte","DRUG"
"CN-35355","CN-35355","DRUG"
"LIPO-HEPIN","LIPO-HEPIN","DRUG"
"Abilify Maintena","Abilify Maintena","DRUG"
"Ins Apidra OptiClik","Ins Apidra OptiClik","DRUG"
"PROVENTIL","PROVENTIL","DRUG"
"Mefenamic acid","Mefenamic acid","DRUG"
"SOMATROPIN RECOMBINANT","SOMATROPIN RECOMBINANT","DRUG"
"MK-0431","MK-0431","DRUG"
"MAXIVENT","MAXIVENT","DRUG"
"Carbilev","Carbilev","DRUG"
"Opustan 500","Opustan 500","DRUG"
"Proventil Hfa","Proventil Hfa","DRUG"
"Nutropin","Nutropin","DRUG"
"Intropin","Intropin","DRUG"
"Steri-Neb Salamol","Steri-Neb Salamol","DRUG"
"GR-92132X","GR-92132X","DRUG"
"Sitagliptin","Sitagliptin","DRUG"
"Insulin susp isophane recombinant human","Insulin susp isophane recombinant human","DRUG"
"Topamax Sprinkle","Topamax Sprinkle","DRUG"
"INSULIN PURIFIED BEEF","INSULIN PURIFIED BEEF","DRUG"
"Saizen Click.easy","Saizen Click.easy","DRUG"
"Pramlintide","Pramlintide","DRUG"
"FLOVENT DISKUS 250","FLOVENT DISKUS 250","DRUG"
"Lasix Ret","Lasix Ret","DRUG"
"Frumax","Frumax","DRUG"
"Seretide 50","Seretide 50","DRUG"
"SEROSTIM LQ","SEROSTIM LQ","DRUG"
"Fluticasone","Fluticasone","DRUG"
"Flixonase","Flixonase","DRUG"
"TOPAMAX","TOPAMAX","DRUG"
"Salbuvent","Salbuvent","DRUG"
"Cobutolin","Cobutolin","DRUG"
"PUMP-HEP","PUMP-HEP","DRUG"
"R 64 766","R 64 766","DRUG"
"FLOVENT DISKUS 100","FLOVENT DISKUS 100","DRUG"
"HOE 498","HOE 498","DRUG"
"LYXUMIA","LYXUMIA","DRUG"
"Fluticasone propionate ","Fluticasone propionate ","DRUG"
"Omnitrope","Omnitrope","DRUG"
"Omarigliptin","Omarigliptin","DRUG"
"AR-C126532XX","AR-C126532XX","DRUG"
"Dysman-500","Dysman-500","DRUG"
"AIRFLUSAL FORSPIRO","AIRFLUSAL FORSPIRO","DRUG"
"FRUMIL","FRUMIL","DRUG"
"OMNITROPE PEN 10","OMNITROPE PEN 10","DRUG"
"NN-304","NN-304","DRUG"
"Sirdupla","Sirdupla","DRUG"
"LIXIANA","LIXIANA","DRUG"
"ZORBTIVE","ZORBTIVE","DRUG"
"R-64766","R-64766","DRUG"
"APIDRA SOLOSTAR","APIDRA SOLOSTAR","DRUG"
"CONTRAFLAM","CONTRAFLAM","DRUG"
"JNJ-28431754","JNJ-28431754","DRUG"
"AO-128","AO-128","DRUG"
"GENOTROPIN MINIQUICK","GENOTROPIN MINIQUICK","DRUG"
"SALBULIN NOVOLIZER","SALBULIN NOVOLIZER","DRUG"
"A-71100","A-71100","DRUG"
"Asellacrin 10","Asellacrin 10","DRUG"
"Salamol E-Breathe","Salamol E-Breathe","DRUG"
"VIPIDIA","VIPIDIA","DRUG"
"ILETIN II","ILETIN II","DRUG"
"CGP 48933","CGP 48933","DRUG"
"CB-311","CB-311","DRUG"
"LIQUAEMIN LOCK FLUSH","LIQUAEMIN LOCK FLUSH","DRUG"
"Genotropin Kabivial","Genotropin Kabivial","DRUG"
"Insulin Detemir Recombinant","Insulin Detemir Recombinant","DRUG"
"XHANCE","XHANCE","DRUG"
"UNIPARIN","UNIPARIN","DRUG"
"Nesiritide recombinant","Nesiritide recombinant","DRUG"
"SYR-472","SYR-472","DRUG"
"HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","DRUG"
"Unihep","Unihep","DRUG"
"FAB-12 Variant Y0317","FAB-12 Variant Y0317","DRUG"
"Phentermine","Phentermine","DRUG"
"LEVEMIR INNOLET","LEVEMIR INNOLET","DRUG"
"Aquamed","Aquamed","DRUG"
"Miglitol","Miglitol","DRUG"
"LEA29Y","LEA29Y","DRUG"
"Opustan 250","Opustan 250","DRUG"
"HEPARIN LOCK FLUSH","HEPARIN LOCK FLUSH","DRUG"
"SPP100","SPP100","DRUG"
"DIURESAL","DIURESAL","DRUG"
"LP-802034","LP-802034","DRUG"
"REPATHA SURECLICK","REPATHA SURECLICK","DRUG"
"Lucentis","Lucentis","DRUG"
"Muraglitazar","Muraglitazar","DRUG"
"Dapagliflozin","Dapagliflozin","DRUG"
"JNJ-24831754-ZAE","JNJ-24831754-ZAE","DRUG"
"INS APIDRA SOLOSTAR","INS APIDRA SOLOSTAR","DRUG"
"GENOTROPIN","GENOTROPIN","DRUG"
"ALUZINE 20","ALUZINE 20","DRUG"
"Brilique","Brilique","DRUG"
"GENOTROPIN PRESERVATIVE FREE","GENOTROPIN PRESERVATIVE FREE","DRUG"
"Sotagliflozin","Sotagliflozin","DRUG"
"Campath Mabcampath, Lemtrada","Campath Mabcampath, Lemtrada","DRUG"
"CI-991","CI-991","DRUG"
"ROMOZIN","ROMOZIN","DRUG"
"ABILIFY MYCITE KIT","ABILIFY MYCITE KIT","DRUG"
"SERETIDE 125","SERETIDE 125","DRUG"
"Ins Apidra","Ins Apidra","DRUG"
"Norditropin Nordiflex","Norditropin Nordiflex","DRUG"
"TRELAGLIPTIN","TRELAGLIPTIN","DRUG"
"LX-4211","LX-4211","DRUG"
"HYDRODIURIL","HYDRODIURIL","DRUG"
"Asmasal Spacehaler","Asmasal Spacehaler","DRUG"
"MK-3102","MK-3102","DRUG"
"Apo-Hydro","Apo-Hydro","DRUG"
"Natrecor","Natrecor","DRUG"
"INSULIN DEGLUDEC","INSULIN DEGLUDEC","DRUG"
"SEROSTIM","SEROSTIM","DRUG"
"Hydrosaluric","Hydrosaluric","DRUG"
"FG-3019","FG-3019","DRUG"
"Insulin (pork)","Insulin (pork)","DRUG"
"IPRAMOL STERI-NEB","IPRAMOL STERI-NEB","DRUG"
"Cyclosporine","Cyclosporine","DRUG"
"Risperdal Consta","Risperdal Consta","DRUG"
"Arxxant","Arxxant","DRUG"
"VENTOLIN E-BREATHE","VENTOLIN E-BREATHE","DRUG"
"INSULIN (BEEF)","INSULIN (BEEF)","DRUG"
"Armonair respiclick","Armonair respiclick","DRUG"
"Flovent Diskus 50","Flovent Diskus 50","DRUG"
"HUMATROPE","HUMATROPE","DRUG"
"Alirocumab","Alirocumab","DRUG"
"PONSTAN FTE","PONSTAN FTE","DRUG"
"Nujolix","Nujolix","DRUG"
"Azilsartan","Azilsartan","DRUG"
"RATACAND","RATACAND","DRUG"
"Glucagon Recombinant","Glucagon Recombinant","DRUG"
"MENDYS","MENDYS","DRUG"
"VOLMAX","VOLMAX","DRUG"
"Ventmax SR","Ventmax SR","DRUG"
"Saxagliptin","Saxagliptin","DRUG"
"ARKOLAMYL","ARKOLAMYL","DRUG"
"Pyridostigmine","Pyridostigmine","DRUG"
"ESIDRIX","ESIDRIX","DRUG"
"Ranace","Ranace","DRUG"
"Semaglutide","Semaglutide","DRUG"
"OPTIMMUNE","OPTIMMUNE","DRUG"
"Airsalb","Airsalb","DRUG"
"Emricasan","Emricasan","DRUG"
"RIMASAL","RIMASAL","DRUG"
"Alogliptin","Alogliptin","DRUG"
"DISPRIN DIRECT","DISPRIN DIRECT","DRUG"
"Omnitrope Pen 5","Omnitrope Pen 5","DRUG"
"INF-3355","INF-3355","DRUG"
"Glucagen Hypokit","Glucagen Hypokit","DRUG"
"Asmavent","Asmavent","DRUG"
"Frusol","Frusol","DRUG"
"VENTODISKS","VENTODISKS","DRUG"
"Insulin susp isophane semisynthetic purified human","Insulin susp isophane semisynthetic purified human","DRUG"
"REZULIN","REZULIN","DRUG"
"MULTIPARIN","MULTIPARIN","DRUG"
"Risperdal","Risperdal","DRUG"
"Platet 300","Platet 300","DRUG"
"Januvia","Januvia","DRUG"
"Fluticasone Propionate","Fluticasone Propionate","DRUG"
"Bio-Tropin","Bio-Tropin","DRUG"
"PAMREVLUMAB","PAMREVLUMAB","DRUG"
"Novolin N","Novolin N","DRUG"
"DU-176","DU-176","DRUG"
"DYSMAN-250","DYSMAN-250","DRUG"
"Regular Purified Pork Insulin","Regular Purified Pork Insulin","DRUG"
"Canagliflozin","Canagliflozin","DRUG"
"TAK-875","TAK-875","DRUG"
"HumatroPen","HumatroPen","DRUG"
"ASELLACRIN 2","ASELLACRIN 2","DRUG"
"AIROMIR","AIROMIR","DRUG"
"FASIGLIFAM","FASIGLIFAM","DRUG"
"Seretide 100","Seretide 100","DRUG"
"Flixotide","Flixotide","DRUG"
"GSK-1070806","GSK-1070806","DRUG"
"Flonase allergy relief","Flonase allergy relief","DRUG"
"RASILEZ","RASILEZ","DRUG"
"TROGLITAZONE","TROGLITAZONE","DRUG"
"Genotropin Kabiquick","Genotropin Kabiquick","DRUG"
"Nu-Seals Cardio 75","Nu-Seals Cardio 75","DRUG"
"ZOMACTON","ZOMACTON","DRUG"
"INS APIDRA OPTISET","INS APIDRA OPTISET","DRUG"
"Risperdal M-Tab","Risperdal M-Tab","DRUG"
"Frusemide","Frusemide","DRUG"
"H5G1.1VHC+H5G1.1VLC","H5G1.1VHC+H5G1.1VLC","DRUG"
"VALTROPIN","VALTROPIN","DRUG"
"LB-502","LB-502","DRUG"
"GLUCAGON HYDROCHLORIDE","GLUCAGON HYDROCHLORIDE","DRUG"
"Hydro-D","Hydro-D","DRUG"
"MICROZIDE","MICROZIDE","DRUG"
"BAY M 1099","BAY M 1099","DRUG"
"Ponstan","Ponstan","DRUG"
"Spirospare 100","Spirospare 100","DRUG"
"Sinemet","Sinemet","DRUG"
"AEROLIN AUTO","AEROLIN AUTO","DRUG"
"BIBR-953-ZW","BIBR-953-ZW","DRUG"
"ALISKIREN","ALISKIREN","DRUG"
"Disal","Disal","DRUG"
"SERETIDE 250","SERETIDE 250","DRUG"
"BIBR 953 ZW","BIBR 953 ZW","DRUG"
"EGT1442","EGT1442","DRUG"
"FLOVENT","FLOVENT","DRUG"
"APIDRA","APIDRA","DRUG"
"NUTROPIN DEPOT","NUTROPIN DEPOT","DRUG"
"BENAZEPRIL","BENAZEPRIL","DRUG"
"BRILINTA","BRILINTA","DRUG"
"TAK-536","TAK-536","DRUG"
"IDN-6556","IDN-6556","DRUG"
"Lasix","Lasix","DRUG"
"OMNITROPE SUREPAL 15","OMNITROPE SUREPAL 15","DRUG"
"Norditropin Penset","Norditropin Penset","DRUG"
"CRESCORMON","CRESCORMON","DRUG"
"BIBR-953","BIBR-953","DRUG"
"Omnitrope SurePal 5","Omnitrope SurePal 5","DRUG"
"AERIVIO SPIROMAX","AERIVIO SPIROMAX","DRUG"
"Accretropin","Accretropin","DRUG"
"AEROLIN","AEROLIN","DRUG"
"Heparin sodium preservative free","Heparin sodium preservative free","DRUG"
"Risperdal Consta Long Acting","Risperdal Consta Long Acting","DRUG"
"LY-333531","LY-333531","DRUG"
"Mecasermin Recombinant","Mecasermin Recombinant","DRUG"
"MEFLAM 250","MEFLAM 250","DRUG"
"Levothyroxine","Levothyroxine","DRUG"
"BMS-477118-11","BMS-477118-11","DRUG"
"Regonol","Regonol","DRUG"
"Accuneb","Accuneb","DRUG"
"Ventolin Hfa","Ventolin Hfa","DRUG"
"Levemir Penfill","Levemir Penfill","DRUG"
"BMS-477118","BMS-477118","DRUG"
"EFIENT","EFIENT","DRUG"
"Salbutamol","Salbutamol","DRUG"
"OMNITROPE SUREPAL 10","OMNITROPE SUREPAL 10","DRUG"
"REGULAR ILETIN II (PORK)","REGULAR ILETIN II (PORK)","DRUG"
"CCI 18781","CCI 18781","DRUG"
"Tev-Tropin","Tev-Tropin","DRUG"
"Furosemide","Furosemide","DRUG"
"Endep","Endep","DRUG"
"NORDITROPIN","NORDITROPIN","DRUG"
"CV-11974","CV-11974","DRUG"
"BMS-512148-05","BMS-512148-05","DRUG"
"BMS-512148","BMS-512148","DRUG"
"FLOVENT HFA","FLOVENT HFA","DRUG"
"ORETIC","ORETIC","DRUG"
"INSULATARD NPH HUMAN","INSULATARD NPH HUMAN","DRUG"
"Exforge","Exforge","DRUG"
"h5G1.1","h5G1.1","DRUG"
"Tripro-Amylin","Tripro-Amylin","DRUG"
"Duoneb","Duoneb","DRUG"
"ALBIGLUTIDE","ALBIGLUTIDE","DRUG"
"BAY-M-1099","BAY-M-1099","DRUG"
"Amitid","Amitid","DRUG"
"5G1.1","5G1.1","DRUG"
"FROOP","FROOP","DRUG"
"Frusetic","Frusetic","DRUG"
"TA-7284","TA-7284","DRUG"
"PF-03491390","PF-03491390","DRUG"
"AC0137","AC0137","DRUG"
"Parcopa","Parcopa","DRUG"
"BMS-224818","BMS-224818","DRUG"
"HMR 1964","HMR 1964","DRUG"
"RG-3645","RG-3645","DRUG"
"THR-1442","THR-1442","DRUG"
"CP-15,467-61","CP-15,467-61","DRUG"
"Reboxetine","Reboxetine","DRUG"
"DESMOTEPLASE","DESMOTEPLASE","DRUG"
"Prostin Vr Pediatric","Prostin Vr Pediatric","DRUG"
"HYDROXYUREA","HYDROXYUREA","DRUG"
"Premarin","Premarin","DRUG"
"Prostaglandin E1","Prostaglandin E1","DRUG"
"ESKALITH CR","ESKALITH CR","DRUG"
"Bendopa","Bendopa","DRUG"
"Sarafem","Sarafem","DRUG"
"c7E3","c7E3","DRUG"
"Lithane","Lithane","DRUG"
"Eskalith","Eskalith","DRUG"
"RETEPLASE","RETEPLASE","DRUG"
"Neupro","Neupro","DRUG"
"DEXAMPHETAMINE","DEXAMPHETAMINE","DRUG"
"Cyproheptadine","Cyproheptadine","DRUG"
"OPC-13013","OPC-13013","DRUG"
"Astrodur MR","Astrodur MR","DRUG"
"Normozide","Normozide","DRUG"
"Guanfacine","Guanfacine","DRUG"
"Nitromin","Nitromin","DRUG"
"BIBR-277SE","BIBR-277SE","DRUG"
"Viridal 10","Viridal 10","DRUG"
"Acova","Acova","DRUG"
"Incobotulinumtoxina","Incobotulinumtoxina","DRUG"
"Cibral 40","Cibral 40","DRUG"
"Isotard 50 XL","Isotard 50 XL","DRUG"
"SUSCARD BUCCAL","SUSCARD BUCCAL","DRUG"
"Trandate","Trandate","DRUG"
"Argatroban in dextrose","Argatroban in dextrose","DRUG"
"Isotard 25 XL","Isotard 25 XL","DRUG"
"MCI-9038","MCI-9038","DRUG"
"Lepsiral","Lepsiral","DRUG"
"SK&F-101468","SK&F-101468","DRUG"
