"drug","gene"
"BPI-9016","C2"
"L19SIP","C2"
"U-27,182","C2"
"NRX-194204","C2"
"PBF-509","C2"
"Dexamethasone acetate","C2"
"PANADOL JNR","C2"
"GS-11CAL-101","C2"
"LINTUZUMAB","C2"
"HCD-122","C2"
"SGN-40","C2"
"Junior Parapaed","C2"
"Elotuzumab","C2"
"Datril","C2"
"hLL1","C2"
"DACETUZUMAB","C2"
"ZYDELIG","C2"
"Evoltra","C2"
"Injectapap","C2"
"Ofirmev","C2"
"Paldesic","C2"
"DISPROL","C2"
"INEBILIZUMAB","C2"
"Parapaed Six Plus","C2"
"Panaleve","C2"
"HEDEX","C2"
"TYLENOL","C2"
"HULUC63","C2"
"Paracetamol","C2"
"PAMIDRONIC ACID","C2"
"MEDI-551","C2"
"Tramil 500","C2"
"MIRADOL","C2"
"GSK2110183C","C2"
"Venclexta","C2"
"PERFALGAN","C2"
"Indatuximab Ravtansine","C2"
"PLACIDEX","C2"
"ACE-001","C2"
"Clofarabine","C2"
"BHQ-880","C2"
"GS-1101","C2"
"BMS-901608","C2"
"INFADROPS","C2"
"CALPOL SIX PLUS","C2"
"Rimadol","C2"
"BLINATUMOMAB","C2"
"TAK-901","C2"
"Paravict","C2"
"CC-90007 Free Base","C2"
"Mandanol","C2"
"PANADOL OA","C2"
"BAY 59-7939","C2"
"Fluphenazine","C2"
"MEDI-538","C2"
"PANADOL ACTIFAST","C2"
"MILATUZUMAB","C2"
"Talmapimod","C2"
"NVP-LGH477","C2"
"AT-9283","C2"
"BT-062","C2"
"Phenaphen","C2"
"Permitil","C2"
"PANADOL","C2"
"Xarelto","C2"
"SGN-33","C2"
"ABDINE","C2"
"HUS2C6","C2"
"ULOCUPLUMAB","C2"
"BI-505","C2"
"PARAMIN","C2"
"Disprol Infant","C2"
"BMS-936564","C2"
"SDX-101","C2"
"LY-2127399","C2"
"PANALEVE 6 PLUS","C2"
"CALPOL","C2"
"POL-6326","C2"
"Disprol Jnr","C2"
"MT-103","C2"
"SALZONE","C2"
"Lucatumumab","C2"
"MEDINOL FOR CHILDREN","C2"
"AG-221","C2"
"Dafalgan","C2"
"Medinol Under 6","C2"
"HUM-195","C2"
"BB-10901","C2"
"Acephen","C2"
"MDX-1338","C2"
"GSK-2110183","C2"
"Tabalumab","C2"
"CHILD LEMSIP","C2"
"CGP-23339AE","C2"
"ALVEDON","C2"
"CUPANOL","C2"
"BMS-387032","C2"
"PDL-063","C2"
"Infants' Feverall","C2"
"E2.3","C2"
"SAMALIZUMAB","C2"
"Disprol Paed","C2"
"A27.15","C2"
"SOTATERCEPT","C2"
"Angiers","C2"
"SCIO 469","C2"
"CALPOL SIX PLUS FASTMELTS","C2"
"Parapaed Jnr","C2"
"ABT-199","C2"
"Pamidronate","C2"
"Medinol Over 6","C2"
"Tixymol","C2"
"REVOLADE","C2"
"Galpamol","C2"
"Panadol ActiFast Solb","C2"
"ALXN-6000","C2"
"Huma-195-Gelonin","C2"
"Zamyl","C2"
"FENNINGS","C2"
"Prolixin","C2"
"AT-7519","C2"
"Eltrombopag","C2"
"LGH-447","C2"
"KS-1056","C2"
"ACE-011","C2"
"IMMU-115","C2"
"PANADOL ADVAN","C2"
"NEOPAP","C2"
"AFURESERTIB","C2"
"MEDINOL","C2"
"BAY-59-7939","C2"
"MEDISED PLAIN","C2"
"BC8","C2"
"HUN901-DM1","C2"
"Clolar","C2"
"CHIR-12.12","C2"
"PIM-447","C2"
"CAL-101","C2"
"APAP","C2"
"BC8 131I","C2"
"SNS-032","C2"
"Westadone","C2"
"UK-427857","C2"
"INSULIN GLARGINE","C2"
"LY2523355","C2"
"CROLIBULIN","C2"
"Bupeaze","C2"
"Forodesine","C2"
"SPIROCTAN 50","C2"
"Entospletinib","C2"
"EMFIB","C2"
"BASAGLAR","C2"
"ADENOSCAN","C2"
"TENKOFRUSE","C2"
"Rel-Maraviroc","C2"
"Strattera","C2"
"Cyproheptadine","C2"
"RG-7347","C2"
"Buplast","C2"
"BAY-1161909","C2"
"ALDACTONE","C2"
"Lorazepam Preservative Free","C2"
"DP-5164","C2"
"RUSYDE","C2"
"SPIROCTAN 25","C2"
"R-13672","C2"
"LY-3007113","C2"
"HALOPERIDOL DECANOATE","C2"
"MNRP-1685A","C2"
"Oxtellar Xr","C2"
"AGS-22M6E","C2"
"HYDROLED","C2"
"Ins Lantus OptiClik","C2"
"HOE-901","C2"
"NVP-BGT226","C2"
"Haldol Dec","C2"
"ABASAGLAR","C2"
"LANTUS","C2"
"Atomoxetine","C2"
"Lasix Ret","C2"
"Frumax","C2"
"P1446A-05","C2"
"SPIRETIC","C2"
"Loraz","C2"
"CEP-11981","C2"
"Voruciclib","C2"
"Dilaudid-HP","C2"
"Aquamed","C2"
"DIURESAL","C2"
"Taladegib","C2"
"Lopid","C2"
"FODOSINE","C2"
"TOUJEO","C2"
"TEPHINE","C2"
"ALUZINE 20","C2"
"AMG-900","C2"
"SEVODYNE","C2"
"BUTEC","C2"
"Daliresp","C2"
"INCB-40093","C2"
"SPIROCTAN 100","C2"
"R-13,672","C2"
"LITRONESIB","C2"
"Celsentri","C2"
"T2-18C3","C2"
"RO 67-3189/000","C2"
"Methadose","C2"
"ZIO-301","C2"
"ADENOCOR","C2"
"HOE-71GT","C2"
"Dryptal","C2"
"Frusol","C2"
"GSK2126458","C2"
"Adenocard","C2"
"GP-47680","C2"
"Haldol","C2"
"PF-04605412","C2"
"Lantus solostar","C2"
"Amidone","C2"
"Aluzine 40","C2"
"AGS-22ME","C2"
"INSULIN GLARGINE RECOMBINANT","C2"
"BCX-1777","C2"
"CAROSPIR","C2"
"LB-502","C2"
"Ins Lantus","C2"
"Reletrans","C2"
"Methoxiflurane","C2"
"Panitaz","C2"
"Heptadon","C2"
"AZD-6918","C2"
"CA-18C3","C2"
"GS-9973","C2"
"IMC-RON-8","C2"
"Omipalisib","C2"
"Disal","C2"
"BUTRANS","C2"
"AGS-22CE","C2"
"ABBLORAZ","C2"
"CI-719","C2"
"Abasaglar KwikPen","C2"
"Lasix","C2"
"Laractone","C2"
"ARRY-382","C2"
"Iletin I","C2"
"MK-2461","C2"
"PENTHRANE","C2"
"Narcanti","C2"
"Palladone","C2"
"DAXAS","C2"
"FRUSEMIDE","C2"
"XL-418","C2"
"Furosemide","C2"
"ALTIRATINIB","C2"
"PRENOTRIX","C2"
"ASG-22ME","C2"
"Henatinib","C2"
"SGX-523","C2"
"BYK-20869","C2"
"FROOP","C2"
"Vesencumab","C2"
"Lorazepam Intensol","C2"
"SPIROSPARE 25","C2"
"INK-1197","C2"
"FRUSETIC","C2"
"Frumil","C2"
"SPIROSPARE 100","C2"
"Regular Insulin","C2"
"INS LANTUS SOLOSTAR","C2"
"INDIBULIN","C2"
"FRUSID","C2"
"INSULIN PORK","C2"
"Hapoctasin","C2"
"TOUJEO SOLOSTAR","C2"
"LY-2940680","C2"
"NARNATUMAB","C2"
"SUBLOCADE","C2"
"Aluzine 500","C2"
"Suboxone","C2"
"Nalone","C2"
"BRONTICTUZUMAB","C2"
"Symoron","C2"
"ARRY-424704","C2"
"HMPL-523","C2"
"RA-18C3","C2"
"Xilonix","C2"
"Temesta","C2"
"WY-4036","C2"
"Metofane","C2"
"Kf89617","C2"
"BGT-226","C2"
"B9302-107","C2"
"MABp1","C2"
"EPC2407","C2"
"Abbolactone","C2"
"INK-1147","C2"
"TAK-960","C2"
"ADENOSINE","C2"
"Diatensec","C2"
"SR-96225","C2"
"SPIRONOLACTONE","C2"
"IMC RON-8","C2"
"MLN-1202","C2"
"D-24851","C2"
"Temgesic","C2"
"Ins Lantus OptiSet","C2"
"PBF-999","C2"
"Enfortumab vedotin","C2"
"SELZENTRY","C2"
"CV-18C3","C2"
"BY217","C2"
"Phy","C2"
"RON8","C2"
"BMS-911543","C2"
"AZD-7762","C2"
"Trileptal","C2"
"Gx Spironol","C2"
"OMP-52M51","C2"
"Transtec","C2"
"Ativan","C2"
"ARRY-704","C2"
"TXA127","C2"
"Pentrane","C2"
"MK-8033","C2"
"Dilaudid","C2"
"DCC-2701","C2"
"AZD-8330","C2"
"Ro-673189000","C2"
"Narcan","C2"
"Dolophine","C2"
"KIN-493","C2"
"Physeptone","C2"
"LY-2874455","C2"
"IPI-145","C2"
"HCTZ","C2"
"Saluric","C2"
"Hydrochlorothiazide Intensol","C2"
"Diuril","C2"
"HYDROCHLOROTHIAZIDE","C2"
"Esidrex","C2"
"ZIDE","C2"
"Chlorothiazide","C2"
"ORETIC","C2"
"Hydro-D","C2"
"MICROZIDE","C2"
"Hydrodiuril","C2"
"Apo-Hydro","C2"
"Hydrosaluric","C2"
"CHLORTHIAZIDE","C2"
"Dexamethasone phosphate","C2"
"Esidrix","C2"
"Benemid","C2"
"Keselen","C2"
"WAY-CMA-676","C2"
"CHLORPROMAZINE TANNATE","C2"
"Onapristone","C2"
"Panulisib","C2"
"RG-547","C2"
"BALUGRASTIM","C2"
"AV-203","C2"
"(-)-ODDC","C2"
"PRELADENANT","C2"
"SAR-125844","C2"
"Mylotarg","C2"
"Glyconon","C2"
"Adcetris","C2"
"Oxandrin","C2"
"WX-554","C2"
"Histrelin","C2"
"KERAL","C2"
"HEFI-1","C2"
"CG-10639","C2"
"ICRUCUMAB","C2"
"NVP-ABL001","C2"
"Telisotuzumab","C2"
"TCD-717","C2"
"POLYESTRADIOL PHOSPHATE","C2"
"R-547","C2"
"FORTUNAN","C2"
"BMS-754807","C2"
"Haldol Solutab","C2"
"Troxacitabine","C2"
"Xagrid","C2"
"Largactil","C2"
"CI-880","C2"
"CYC-116","C2"
"MK-1496","C2"
"CHLORPROMAZINE PHENOLPHTHALINATE","C2"
"BGB-283","C2"
"Amsacrine","C2"
"Probecid","C2"
"PHA-793887","C2"
"FEDRATINIB","C2"
"REBASTINIB","C2"
"TOLBUTAMIDE","C2"
"BMS-817378","C2"
"RG-7334","C2"
"SERENACE","C2"
"Rastinon","C2"
"VX-667","C2"
"GSK-1070916","C2"
"GDC-0425","C2"
"CAC10-VCMMAE","C2"
"Diethylstilbestrol Diphosphate","C2"
"EMD-1204831","C2"
"ORINASE","C2"
"AZD-0424","C2"
"GSK-615","C2"
"VUMON","C2"
"GEMTUZUMAB OZOGAMICIN","C2"
"Dolpin","C2"
"Ravoxertinib","C2"
"PROBALAN","C2"
"WAY-207294 CMC-544","C2"
"BMS-777607","C2"
"MK-5108","C2"
"R-1625","C2"
"KW-2450","C2"
"BI-811283","C2"
"BAY-1082439","C2"
"TG-101348","C2"
"ASP-3026","C2"
"CH5132799","C2"
"POLYEST PHOS","C2"
"BAY-1163877","C2"
"D-3263","C2"
"ARQ-087","C2"
"PRAMIDEX","C2"
"VX-689","C2"
"ARQ-736","C2"
"SC-11585","C2"
"PKI-179","C2"
"ANAVAR","C2"
"MK-3814","C2"
"Ipafricept","C2"
"LEO 114","C2"
"R-1530","C2"
"THORAZINE","C2"
"SCH 420814","C2"
"NMS-1286937","C2"
"Barasertib","C2"
"Dexketoprofen","C2"
"HCBE-11","C2"
"Claudiximab","C2"
"ZK-299","C2"
"IMAB-362","C2"
"ON-013105","C2"
"Sonazine","C2"
"NCI-249992","C2"
"IMC-3C5","C2"
"PA-799","C2"
"MSC-2015103B","C2"
"PL-225B","C2"
"POLYESTRADIOL PHOS PHOSPHATE","C2"
"HMPL-012","C2"
"KENTACE","C2"
"Ro-4987655","C2"
"PF-05208773","C2"
"Anagrelide","C2"
"Chlorpromazine Hibenzate","C2"
"DOZIC","C2"
"SAR-260301","C2"
"TB-403","C2"
"PLX-7486","C2"
"OXANDROLONE","C2"
"AS-703988","C2"
"Supprelin","C2"
"HUMAX-IL8","C2"
"ON 014185","C2"
"BI-853520","C2"
"MSX-122","C2"
"SAR-302503","C2"
"GSK-1059615","C2"
"PF-03814735","C2"
"RG-7842","C2"
"BENURYL","C2"
"AT-13148","C2"
"MK-6592","C2"
"ZK-98299","C2"
"SNS-314","C2"
"Cafusertib","C2"
"PF-00337210","C2"
"M-AMSA","C2"
"DCC-2036","C2"
"Besponsa","C2"
"Amsidyl","C2"
"WAY-207294","C2"
"OSI-930","C2"
"RWJ-17070","C2"
"CMC-544","C2"
"ABT-700","C2"
"CMA-676","C2"
"VB6-845","C2"
"PF-00477736","C2"
"Inotuzumab ozogamicin","C2"
"Estradurin","C2"
"AZD-5438","C2"
"BXL 353","C2"
"PF-03758309","C2"
"ILX23-7553","C2"
"VM-26","C2"
"MCN-JR-1625","C2"
"MSC-2363318A","C2"
"SGN-35","C2"
"GDC-0994","C2"
"ILX7553","C2"
"IMC-18F1","C2"
"STILPHOSTROL","C2"
"RG-1530","C2"
"Agrylin","C2"
"Toprol-XL","C2"
"JNJ-38877605","C2"
"BRICICLIB","C2"
"LY-2780301","C2"
"WX-037","C2"
"ORF-17070","C2"
"Megaphen","C2"
"PF-477736","C2"
"Fosfestrol","C2"
"PF-03732010","C2"
"OMP-54F28","C2"
"BCH-4556","C2"
"ZSTK-474","C2"
"NMS-1116354","C2"
"E-6201","C2"
"ABL-001","C2"
"TAS-119","C2"
"Ro-23-7553","C2"
"AZD-1152","C2"
"Elmarin","C2"
"RG-7602","C2"
"Lopressidone","C2"
"CMC-676","C2"
"P7170","C2"
"CDP-771","C2"
"CEP-37440","C2"
"DP-1919","C2"
"PF-04217903","C2"
"Probampicin","C2"
"CH-4987655","C2"
"BAY-1125976","C2"
"GNF-Pf-5468","C2"
"Vyndaqel","C2"
"Tofranil","C2"
"Pletal","C2"
"OPC-21","C2"
"Lyrinel XL","C2"
"Anturol","C2"
"PROMICTULINE","C2"
"Tafamidis","C2"
"OXYTROL FOR WOMEN","C2"
"URIMIN","C2"
"Oxytrol","C2"
"Presamine","C2"
"CONTIMIN 2.5","C2"
"KENTERA","C2"
"Tofranil-PM","C2"
"OPC-13013","C2"
"CONTIMIN 5","C2"
"Ditropan XL","C2"
"Janimine","C2"
"Pramine","C2"
"Cystrin","C2"
"DITROPAN","C2"
"FX-1006","C2"
"McN-A-2833","C2"
"ABITUZUMAB","C2"
"DI17E6","C2"
"LABETUZUMAB GOVITECAN","C2"
"PERINDOPRIL","C2"
"IMMU-130","C2"
"ALD403","C2"
"S-9490","C2"
"Ventolin","C2"
"Becotide 100","C2"
"Beclomet Diprop","C2"
"Becloforte Integra","C2"
"QVAR 100","C2"
"Asmavent","C2"
"Asmaven","C2"
"Asmabec Spacehaler","C2"
"PROPADERM-C","C2"
"VENTODISKS","C2"
"ZONIVENT AQUANASAL","C2"
"BECLOAQUA 50","C2"
"MILR-1444A","C2"
"Nasobec Hayfever","C2"
"Aerobec Fte 250","C2"
"Prednisolone phosphate","C2"
"BECLOMET HAYFEVER","C2"
"LIBETIST","C2"
"Qvar 50","C2"
"KENTAMOL","C2"
"RG1646","C2"
"R1646","C2"
"Beclomist","C2"
"Fostair NEXThaler","C2"
"Beclometasone","C2"
"FILAIR 100","C2"
"Beclovent","C2"
"Becloforte E-Breathe","C2"
"AIROMIR","C2"
"SALAMOL E-BREATHE","C2"
"BECLOTAIDE","C2"
"BECLOMETHASONE DIPROPIONATE MONOHYDRATE","C2"
"VOLIBRIS","C2"
"Beclazone 250 E-Breathe","C2"
"Becotide 100 E-Breathe","C2"
"Qvar 80","C2"
"BECONASE","C2"
"Asmasal Clickhaler","C2"
"PULVINAL BECLOMET","C2"
"QVAR 100 E-BREATHE","C2"
"VENTOLIN CR","C2"
"RO 47-0203/029","C2"
"RINO CLENIL","C2"
"Qnasl","C2"
"Proair Hfa","C2"
"ALBUTEROL","C2"
"VANCENASE POCKETHALER","C2"
"Qvar 50 E-Breathe","C2"
"Salapin","C2"
"Beconase aq","C2"
"ASMABEC CLICKHALER","C2"
"Beclomethasone","C2"
"Qvar redihaler","C2"
"AEROLIN 400","C2"
"Fostair","C2"
"Ro-47-0203-029","C2"
"QVAR 40","C2"
"RO4926219","C2"
"CLIPPER","C2"
"PROVENTIL-HFA","C2"
"SALIPRANEB","C2"
"BECLOFORTE","C2"
"Becloforte-VM","C2"
"COMBIVENT UDVS","C2"
"COMBIVENT","C2"
"Ventide","C2"
"AEROLIN AUTO","C2"
"RG-3637","C2"
"Filair 50","C2"
"Tanzisertib","C2"
"AIRSALB","C2"
"Ipramol Steri-Neb","C2"
"PROVENTIL","C2"
"Vivabec","C2"
"AEROBEC 100","C2"
"VANCENASE","C2"
"MAXIVENT","C2"
"Beclometasone Dipropionate","C2"
"BECOTIDE 50","C2"
"Becotide 50 E-Breathe","C2"
"Vancenase Aq","C2"
"Steri-Neb Salamol","C2"
"Becotide","C2"
"Aerobec 50","C2"
"AEROLIN","C2"
"Lebrikizumab","C2"
"BECLAZONE 100","C2"
"Clenil Modulite","C2"
"PROPADERM-A","C2"
"Salbuvent","C2"
"NASOBEC AQ","C2"
"Cobutolin","C2"
"PROPADERM","C2"
"Accuneb","C2"
"SCH 18020W","C2"
"PROPADERM FTE","C2"
"ASMASAL SPACEHALER","C2"
"Ventolin Hfa","C2"
"BECLAZONE 100 E-BREATHE","C2"
"BECLAZONE 50 E-BREATHE","C2"
"PRO-301444","C2"
"SALBULIN NOVOLIZER","C2"
"Beclazone 250","C2"
"FILAIR FTE","C2"
"Tracleer","C2"
"JNK-930","C2"
"Ro-470203029","C2"
"Volmax","C2"
"BECLAZONE 200","C2"
"PRO-301444 RG-3637","C2"
"VANCERIL","C2"
"Becodisks","C2"
"STX-100","C2"
"QAX-576","C2"
"CC-930","C2"
"VENTMAX SR","C2"
"BECLAZONE 50","C2"
"Becotide 200","C2"
"Duoneb","C2"
"Rimasal","C2"
"VENTOLIN E-BREATHE","C2"
"VANCERIL DOUBLE STRENGTH","C2"
"Gefapixant","C2"
"Letairis","C2"
"AF-219","C2"
"Simponi","C2"
"Adempas","C2"
"GOLIMUMAB","C2"
"CNTO-148","C2"
"BAY 63-2521","C2"
"Polocaine-Mpf","C2"
"UH-AC 62XX","C2"
"NAPROSYN 375","C2"
"Vivlodex","C2"
"RHEUFLEX 500","C2"
"Nardil","C2"
"Anaprox","C2"
"GRENOXAL","C2"
"Naproxen","C2"
"EC-NAPROSYN","C2"
"Rimoxyn","C2"
"Mepivacaine","C2"
"Polocaine","C2"
"KENOSYN","C2"
"ARTHROSIN 250 EC","C2"
"Valrox","C2"
"Condrotec","C2"
"PRADAXA","C2"
"Nycopren","C2"
"Stirlescent","C2"
"CNTO-95","C2"
"Ambien","C2"
"INTETUMUMAB","C2"
"Laraflex","C2"
"VIMOVO","C2"
"Timpron 250 EC","C2"
"FEMINAX ULTRA","C2"
"TIMPRON 500 EC","C2"
"BIBR-1048-BS-RS1","C2"
"Mobic","C2"
"Equiproxen","C2"
"Rheuflex 250","C2"
"PROSAID","C2"
"Arthrosin 250","C2"
"Naprosyn","C2"
"TIMPRON","C2"
"AMG073","C2"
"NAPRATEC OP","C2"
"Dabigatran etexilate","C2"
"PRANOXEN CONTINUS","C2"
"NAPROSYN EC","C2"
"RS-3540","C2"
"Sensipar","C2"
"Modrastane","C2"
"Arthrosin 500 EC","C2"
"WIN-24540","C2"
"Modrenal","C2"
"Aleve","C2"
"BIBR-1048","C2"
"ARTHROSIN 500","C2"
"CNTO-095","C2"
"BIBR 1048 BS RS1","C2"
"Carbocaine","C2"
"Naprelan","C2"
"WIN 24,540","C2"
"OPRELVEKIN","C2"
"Emicizumab","C2"
"DESMOPRESSIN","C2"
"ACE910","C2"
"NEUMEGA","C2"
"Hemlibra","C2"
"TACI-Ig","C2"
"Blisibimod","C2"
"Lurselle","C2"
"Tritace","C2"
"CCX-168","C2"
"Atacicept","C2"
"LORELCO","C2"
"HOE-498","C2"
"CGP 48933","C2"
"LOPACE","C2"
"VALSARTAN","C2"
"Altace","C2"
"DH-581","C2"
"SPP100","C2"
"Probucol","C2"
"RASILEZ","C2"
"AVACOPAN","C2"
"Bisbid","C2"
"TACI-FC5","C2"
"Exforge","C2"
"RANACE","C2"
"A-623","C2"
"Ramipril","C2"
"DIOVAN","C2"
"Sinlestal","C2"
"INECALCITOL","C2"
"Flumatinib","C2"
"MK-8776","C2"
"HHGV-678","C2"
"SCH-900776","C2"
"TX-522","C2"
"DIMETHYL FUMARATE","C2"
"Tecfidera","C2"
"AZL 0 211089","C2"
"AZL-0211089","C2"
"Dimethyl fumar","C2"
"Treprostinil","C2"
"Neurobloc","C2"
"MYOBLOC","C2"
"LRX-15","C2"
"15AU81","C2"
"REMODULIN","C2"
"Tresprostinil","C2"
"BOTULINUM TOXIN TYPE B","C2"
"UT-15","C2"
"Tyvaso","C2"
"Teveten","C2"
"Siplizumab","C2"
"SK-108566","C2"
"Flolan","C2"
"PROSTACYCLIN","C2"
"PROSTAGLANDIN I2","C2"
"EPOPROSTENOL","C2"
"EMPAGLIFLOZIN","C2"
"BI 10773","C2"
"U-53217","C2"
"Pitavastatin","C2"
"Prostaglandin X","C2"
"MEDI-507","C2"
"Eprosartan","C2"
"Itavastatin","C2"
"PGX","C2"
"JARDIANCE","C2"
"PG-I2","C2"
"SK&F-108566","C2"
"U-53,217","C2"
"DCDS-4501A","C2"
"FCU2711","C2"
"RO-5541077-000","C2"
"ME-401","C2"
"RG-7596","C2"
"YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN","C2"
"ACD79B-VCMMAE","C2"
"90Y-DOTA-HLL2","C2"
"RO5541077-000","C2"
"MDX-060","C2"
"Acalisib","C2"
"Iratumumab","C2"
"GS-9820","C2"
"KRP203","C2"
"RGB-286638","C2"
"SGN-30","C2"
"CAL-120","C2"
"DENINTUZUMAB MAFODOTIN","C2"
"SGN-19A","C2"
"Hydrocortisone Hemisuccinate","C2"
"SGN-CD19A","C2"
"NSC-7576","C2"
"Colizine","C2"
"Salazosulfapyridine","C2"
"Azulfidine EN-Tabs","C2"
"VOLON","C2"
"CDP-870","C2"
"SALAZOPYRIN E.C.","C2"
"Azulfidine EN","C2"
"Salazopyrin","C2"
"S.A.S.","C2"
"R-HTBP-1","C2"
"UCINE","C2"
"SALAZOPYRIN-EN","C2"
"PHA-738144","C2"
"PERAKIZUMAB","C2"
"HOKT3","C2"
"Ro-5310074","C2"
"Sulfasalazine","C2"
"SAS-500","C2"
"Onercept","C2"
"Salicylazosulfapyridine","C2"
"BMS-945429","C2"
"Delphicort","C2"
"Fluoxiprednisolone","C2"
"CERTOLIZUMAB PEGOL","C2"
"Sulphasalazine","C2"
"CLAZAKIZUMAB","C2"
"CIMZIA","C2"
"RG-4934","C2"
"S.A.S.-500","C2"
"Azulfidine","C2"
"PG-102","C2"
"ALD518","C2"
"SK&F-82526","C2"
"Etalpha","C2"
"Naproxcinod","C2"
"Nesiritide","C2"
"Fenoldopam","C2"
"Nesiritide recombinant","C2"
"Alfa D","C2"
"SUPRANE","C2"
"AZD3582","C2"
"ALFACALCIDOL","C2"
"AR-P900758XX","C2"
"HCT 3012","C2"
"ONE-ALPHA","C2"
"Natrecor","C2"
"DESFLURANE","C2"
"SK-82526","C2"
"I-653","C2"
"TETRACOSACTIDE","C2"
"VICOTROPE","C2"
"TETRACOSACTRIN","C2"
"SYNACTHEN DEPOT","C2"
"Corticotropin Tetracosapeptide","C2"
"Tetracosactide Acetate","C2"
"CORTROSYN","C2"
"Synacthen","C2"
"COSYNTROPIN","C2"
"Cetirizine","C2"
"SATRALIZUMAB","C2"
"RG6168","C2"
"SA237","C2"
"BG-9588","C2"
"hu5c8","C2"
"RUPLIZUMAB","C2"
"Anifrolumab","C2"
"ANTOVA","C2"
"MEDI-546","C2"
"CLARELUX","C2"
"CLOBEX","C2"
"OLUX E","C2"
"OLUX","C2"
"CLOBETASOL PROPIONATE (EMOLLIENT)","C2"
"IMPOYZ","C2"
"Embeline","C2"
"CORMAX","C2"
"Bertilimumab","C2"
"TEMOVATE","C2"
"DF2156A","C2"
"TEMOVATE E","C2"
"Embeline E","C2"
"Dermovate NN","C2"
"Ladarixin","C2"
"Etrivex","C2"
"CAT-213","C2"
"iCo-008","C2"
"DERMOVATE","C2"
"CCI-4725","C2"
"CLOBADERM","C2"
"GR 2/925","C2"
"ILAXTEN","C2"
"Regn668, sar231893","C2"
"Roletra","C2"
"BIW-8405","C2"
"Orgatrax","C2"
"Dupixent","C2"
"Clemastine","C2"
"CLARITIN HIVES RELIEF","C2"
"MEPOLIZUMAB","C2"
"Claritin Hives Relief Reditab","C2"
"CLARITIN REDITABS","C2"
"Hay-Rite","C2"
"HYDROXYZINE","C2"
"CLARITYNE","C2"
"Benralizumab","C2"
"Fasenra","C2"
"MEDI-563","C2"
"SCH-29851","C2"
"HS-592","C2"
"Clarityn","C2"
"CHILDREN'S CLARITIN","C2"
"LORATADINE REDIDOSE","C2"
"AZD-1981","C2"
"NUCALA","C2"
"Bilastine","C2"
"Bosatria","C2"
"Alavert","C2"
"Claritin-D","C2"
"CLARITYN RAPIDE","C2"
"Atarax","C2"
"CLARITIN","C2"
"REGN-668","C2"
"SB-240563","C2"
"DUPILUMAB","C2"
"MDX-1411","C2"
"Apolizumab","C2"
"hu1D10","C2"
"REMITOGEN SMART1D10","C2"
"SYM-001","C2"
"Avatrombopag","C2"
"ALX-0081","C2"
"ROZROLIMUPAB","C2"
"E5501","C2"
"CAPLACIZUMAB","C2"
"Para-Aminosalicylic Acid","C2"
"ELUBRIXIN","C2"
"MEDI7183","C2"
"Rebif","C2"
"G-154578","C2"
"SOTRASTAURIN","C2"
"VISILIZUMAB","C2"
"EN-1639A [As Hydrochloride]","C2"
"GLPG-0778","C2"
"Hydrocortisone Cyclopentylpropionate","C2"
"Vivitrol","C2"
"EN-1639A","C2"
"GSK-2586184","C2"
"CCX282","C2"
"Aminosalicylic acid","C2"
"Rivenprost","C2"
"PAS","C2"
"4-aminosalicylic acid","C2"
"HYDROCORTISONE CIPIONATE","C2"
"Naltrexone","C2"
"PF-00547659","C2"
"ABRILUMAB","C2"
"Rezipas","C2"
"AMG 181","C2"
"GLPG-0788","C2"
"ANTI-BETA7","C2"
"VERCIRNON","C2"
"Eldelumab","C2"
"IMA-638","C2"
"rhuMAb beta7","C2"
"NVP-AEB071","C2"
"huM291","C2"
"BMS-936557","C2"
"Paskalium","C2"
"AEB071","C2"
"GSK2586184A","C2"
"SOLCITINIB","C2"
"Paser","C2"
"ANRUKINZUMAB","C2"
"ONO-4819","C2"
"Balsalazide","C2"
"Interferon beta-1a","C2"
"AVONEX","C2"
"Vatelizumab","C2"
"MDX-1100","C2"
"NUVION","C2"
"Anti-Beta7 Pro145223","C2"
"Trexan","C2"
"ETROLIZUMAB","C2"
"Celupan","C2"
"RG-7413","C2"
"Granupas","C2"
"NEOFERON","C2"
"Revia","C2"
"SB-656933","C2"
"GSK1605786","C2"
"PARASAL","C2"
"PRO-145223","C2"
"Verecimon","C2"
"SB-656933-AAF","C2"
"AMINOSALICYLIC ACID RESIN COMPLEX","C2"
"Trexal","C2"
"Teebacin","C2"
"Lumigan","C2"
"Otelixizumab","C2"
"AGN-192024","C2"
"ChAglyCD","C2"
"CHAGLY CD3","C2"
"PROPYLTHIOURACIL","C2"
"LATISSE","C2"
"TRX-4","C2"
"Prothyran","C2"
"Thyreostat","C2"
"Propacil","C2"
"MIK-BETA-1","C2"
"ASP1517","C2"
"ROXADUSTAT","C2"
"Luspatercept","C2"
"ACE-536","C2"
"FG-4592","C2"
"INCB-47986","C2"
"Pexmetinib","C2"
"INCB-047986","C2"
"ARRY-614","C2"
"GSK-461364","C2"
"TRU-016","C2"
"GALIXIMAB","C2"
"hLL2","C2"
"AG-024322","C2"
"Cerdulatinib","C2"
"GDC-0032","C2"
"EPRATUZUMAB 90Y","C2"
"TASELISIB","C2"
"PRT-2070","C2"
"EPRATUZUMAB","C2"
"LYMPHOCIDE","C2"
"SAR-3419","C2"
"AMG-412","C2"
"PRT-062070","C2"
